TransactionID,CustomerID,AccountID,AccountType,TransactionType,Product,Firm,Region,Manager,TransactionDate,TransactionAmount,AccountBalance,RiskScore,CreditRating,TenureMonths
32,CUST7651,ACC45907,Credit,Deposit,Personal Loan,Firm D,North,Manager 1,21-02-2024,106877.5856,78029.34493,0.954056649,496,154
116,CUST5121,ACC30146,Savings,Payment,Personal Loan,Firm D,North,Manager 4,22-10-2023,42901.11522,51987.47648,0.588236123,663,42
191,CUST2427,ACC87602,Savings,Transfer,Home Loan,Firm C,West,Manager 4,06-11-2023,47093.81959,87176.76823,0.175889843,519,213
55,CUST4402,ACC43771,Loan,Payment,Home Loan,Firm C,East,Manager 1,01-06-2023,-14311.68456,43524.07209,0.708320777,677,130
23,CUST4003,ACC97225,Credit,Deposit,Personal Loan,Firm B,West,Manager 2,26-09-2023,74213.7754,-3049.407252,0.860292983,668,68
75,CUST6776,ACC11062,Current,Payment,Credit Card,Firm C,East,Manager 3,25-07-2023,79704.85498,60074.14219,0.521683737,464,132
163,CUST3109,ACC99409,Loan,Payment,Credit Card,Firm B,Central,Manager 4,21-12-2023,72998.15997,76338.89073,0.930905265,583,92
194,CUST3059,ACC26956,Credit,Transfer,Home Loan,Firm C,South,Manager 4,12-01-2024,-21372.57972,94925.24178,0.666736522,358,190
68,CUST5610,ACC92360,Current,Payment,Credit Card,Firm B,South,Manager 4,27-05-2024,49302.0211,119735.8642,0.078431634,365,156
64,CUST7793,ACC41829,Current,Deposit,Personal Loan,Firm A,West,Manager 4,19-03-2024,57181.88996,52772.09353,0.432602163,474,83
46,CUST4373,ACC83581,Credit,Deposit,Mutual Fund,Firm D,East,Manager 2,25-11-2023,99078.33468,35919.34371,0.374449568,669,184
105,CUST5121,ACC45968,Savings,Transfer,Mutual Fund,Firm D,Central,Manager 2,16-03-2023,65939.11487,71777.0422,0.613384776,806,73
3,CUST4461,ACC82947,Savings,Deposit,Credit Card,Firm E,North,Manager 2,19-10-2023,118494.2704,60617.47953,0.338811686,842,220
13,CUST6837,ACC66086,Current,Payment,Home Loan,Firm D,South,Manager 4,30-07-2023,69461.02894,83773.69008,0.33127021,420,204
128,CUST9038,ACC25811,Credit,Withdrawal,Mutual Fund,Firm D,West,Manager 3,18-10-2023,2974.606602,98494.03312,0.615314671,620,141
192,CUST5351,ACC75675,Loan,Payment,Savings Account,Firm A,South,Manager 4,20-11-2023,61724.78455,81529.96864,0.079235117,460,70
60,CUST6082,ACC11837,Credit,Payment,Savings Account,Firm A,Central,Manager 2,08-03-2023,44403.40632,72083.42327,0.379140175,460,35
50,CUST7730,ACC16241,Loan,Withdrawal,Mutual Fund,Firm D,North,Manager 3,19-07-2023,46143.32199,58174.07618,0.464700354,741,173
130,CUST7493,ACC16664,Loan,Transfer,Credit Card,Firm D,Central,Manager 2,24-05-2023,74290.39618,105513.6912,0.021279608,836,115
135,CUST5253,ACC32212,Savings,Payment,Savings Account,Firm B,Central,Manager 3,21-06-2024,10612.18553,124439.4239,-0.157148069,379,25
170,CUST5705,ACC13357,Current,Withdrawal,Home Loan,Firm D,Central,Manager 3,22-10-2023,13805.55741,81554.73072,0.407204289,649,77
96,CUST1547,ACC26973,Credit,Payment,Home Loan,Firm D,North,Manager 2,08-09-2023,27686.09049,29342.1032,0.63952156,615,223
91,CUST5574,ACC26026,Loan,Deposit,Credit Card,Firm E,Central,Manager 1,14-07-2023,13525.33301,35831.90367,0.484929575,657,182
141,CUST5385,ACC18140,Credit,Deposit,Savings Account,Firm C,South,Manager 4,11-09-2023,74382.86657,68884.39665,0.28496938,474,77
31,CUST1223,ACC74631,Loan,Payment,Savings Account,Firm A,Central,Manager 3,14-03-2024,15433.18177,82918.06671,0.09462232,440,209
70,CUST4763,ACC53865,Credit,Deposit,Credit Card,Firm C,North,Manager 2,06-10-2023,51426.66578,102747.291,0.746195964,368,192
179,CUST6330,ACC30787,Loan,Payment,Mutual Fund,Firm B,North,Manager 3,23-02-2023,69148.20914,96521.33115,0.260219731,543,198
16,CUST7395,ACC26956,Current,Deposit,Savings Account,Firm C,East,Manager 4,26-03-2023,-8448.118741,117244.978,0.460989867,805,45
124,CUST9754,ACC45951,Current,Deposit,Credit Card,Firm E,West,Manager 4,17-02-2024,95279.43385,15346.33478,0.292858002,441,105
48,CUST1569,ACC21719,Savings,Payment,Savings Account,Firm C,East,Manager 3,17-02-2024,17650.78182,22680.94408,0.732162456,676,36
194,CUST7481,ACC29477,Current,Transfer,Credit Card,Firm C,North,Manager 4,30-12-2023,57403.90141,125347.1506,0.400133042,693,32
65,CUST2842,ACC92558,Savings,Transfer,Savings Account,Firm E,North,Manager 1,29-05-2023,27766.6112,111488.4849,0.163083232,716,14
125,CUST2067,ACC46655,Savings,Transfer,Savings Account,Firm A,Central,Manager 1,17-04-2023,38316.96154,64223.01352,0.451916396,334,101
121,CUST5320,ACC45101,Savings,Transfer,Mutual Fund,Firm A,South,Manager 4,26-05-2023,45327.65596,117521.1368,0.593242437,375,122
69,CUST1114,ACC67701,Savings,Deposit,Credit Card,Firm A,West,Manager 4,29-11-2023,65846.93214,15537.24204,0.329450634,680,45
189,CUST6350,ACC41829,Loan,Deposit,Credit Card,Firm A,Central,Manager 4,08-01-2024,88866.78386,18992.98765,0.595093652,651,131
192,CUST6319,ACC74631,Current,Withdrawal,Home Loan,Firm C,South,Manager 1,17-07-2023,12992.62386,100679.8614,0.462708352,506,207
173,CUST8318,ACC28154,Credit,Deposit,Mutual Fund,Firm B,East,Manager 4,12-01-2023,27754.83873,93190.09385,0.794073776,470,149
22,CUST7459,ACC78581,Savings,Withdrawal,Mutual Fund,Firm A,West,Manager 2,21-02-2024,50394.78022,119775.1465,0.340862167,740,168
59,CUST8461,ACC80131,Savings,Transfer,Personal Loan,Firm A,West,Manager 2,01-01-2024,54358.93333,66149.44596,0.34724032,365,192
164,CUST1738,ACC42710,Loan,Withdrawal,Savings Account,Firm A,West,Manager 4,26-07-2023,80776.76325,78644.20835,0.371543738,543,216
139,CUST6028,ACC49364,Loan,Withdrawal,Home Loan,Firm D,West,Manager 2,24-05-2023,31659.01007,98973.84354,1.010944999,739,215
174,CUST8874,ACC71426,Loan,Transfer,Mutual Fund,Firm E,South,Manager 4,05-07-2023,63895.11111,43188.75317,0.153879293,800,226
85,CUST4769,ACC28295,Savings,Deposit,Personal Loan,Firm B,North,Manager 4,23-03-2024,71319.49782,133496.3003,0.366280363,643,173
120,CUST3041,ACC88516,Current,Withdrawal,Savings Account,Firm A,South,Manager 2,25-07-2023,33190.70267,47522.30926,0.511435155,771,68
198,CUST9129,ACC64022,Savings,Withdrawal,Savings Account,Firm D,North,Manager 4,08-03-2023,59822.1733,77291.03342,0.024689168,553,200
178,CUST9528,ACC22036,Savings,Withdrawal,Home Loan,Firm B,North,Manager 4,12-03-2024,21030.29113,119944.1587,0.456755214,323,118
85,CUST9216,ACC65144,Credit,Payment,Credit Card,Firm A,West,Manager 2,04-05-2023,47727.33612,34246.21927,0.524498676,843,126
111,CUST9525,ACC22036,Credit,Transfer,Personal Loan,Firm A,North,Manager 1,17-11-2023,47201.29224,26895.09346,0.74802396,718,54
123,CUST1376,ACC19178,Savings,Transfer,Home Loan,Firm B,West,Manager 1,20-10-2023,121819.6962,106658.0682,0.411899492,675,150
167,CUST6837,ACC88286,Current,Deposit,Savings Account,Firm B,East,Manager 2,03-05-2023,33358.22342,92838.69743,0.717838714,457,128
109,CUST1913,ACC42467,Loan,Withdrawal,Mutual Fund,Firm D,West,Manager 2,10-01-2023,58679.24988,59287.72369,0.337872214,408,185
82,CUST6082,ACC29231,Loan,Withdrawal,Credit Card,Firm A,West,Manager 2,03-03-2023,73175.8481,69004.46445,0.103427537,594,151
56,CUST8250,ACC77592,Current,Withdrawal,Savings Account,Firm C,Central,Manager 2,10-03-2023,80485.41098,112780.8943,0.248469979,596,111
56,CUST2871,ACC30852,Savings,Payment,Personal Loan,Firm A,South,Manager 4,24-05-2024,23918.36294,73465.83052,0.478494891,338,29
141,CUST7028,ACC82926,Savings,Transfer,Home Loan,Firm E,East,Manager 3,17-01-2024,-10858.11234,93421.39168,0.649070856,668,221
157,CUST9079,ACC42710,Savings,Payment,Home Loan,Firm C,Central,Manager 3,21-10-2023,15791.70204,42116.69872,0.041802787,310,21
23,CUST8772,ACC48501,Loan,Transfer,Personal Loan,Firm E,East,Manager 4,12-03-2024,66973.65999,38708.46432,0.249239748,441,73
144,CUST9066,ACC39529,Loan,Withdrawal,Home Loan,Firm B,East,Manager 4,10-12-2023,56920.60302,80329.72263,0.607349858,731,6
132,CUST4373,ACC87602,Credit,Transfer,Savings Account,Firm A,South,Manager 2,12-01-2024,75480.245,-5518.347956,0.362637322,388,148
130,CUST8155,ACC34568,Savings,Withdrawal,Personal Loan,Firm B,East,Manager 4,21-02-2024,36292.76839,28141.18564,0.239247629,652,193
137,CUST3378,ACC40939,Credit,Deposit,Savings Account,Firm E,West,Manager 2,09-01-2023,44696.99576,40042.04082,0.627203261,719,180
152,CUST8155,ACC92558,Savings,Deposit,Credit Card,Firm B,North,Manager 3,17-04-2023,53899.92818,78671.90349,0.390974374,623,216
173,CUST5574,ACC45951,Savings,Withdrawal,Mutual Fund,Firm B,North,Manager 2,05-03-2024,25070.92528,87362.62534,0.41114672,839,103
26,CUST7651,ACC13357,Current,Withdrawal,Credit Card,Firm E,West,Manager 3,30-03-2024,58489.73157,83155.20818,0.395751357,478,97
60,CUST8416,ACC28612,Loan,Transfer,Personal Loan,Firm A,Central,Manager 4,17-02-2024,100800.9486,13471.35695,0.332094186,542,30
68,CUST9731,ACC46953,Loan,Payment,Credit Card,Firm A,West,Manager 3,24-10-2023,44911.00374,-26968.2309,0.105018379,512,227
38,CUST5351,ACC55331,Credit,Deposit,Savings Account,Firm C,North,Manager 3,14-04-2023,30403.12195,94299.32913,0.579652081,821,127
112,CUST3131,ACC29356,Current,Payment,Home Loan,Firm C,Central,Manager 3,17-04-2023,84458.87236,78980.75744,0.404968962,356,219
139,CUST6029,ACC64022,Savings,Payment,Credit Card,Firm B,South,Manager 1,25-11-2023,43261.73295,135867.4492,0.45130645,834,156
45,CUST4584,ACC42710,Loan,Withdrawal,Savings Account,Firm E,North,Manager 3,04-08-2023,35372.61507,22134.2959,-0.070093142,840,229
54,CUST4769,ACC30787,Loan,Withdrawal,Home Loan,Firm C,West,Manager 4,05-03-2024,62290.63664,101666.3627,0.721638045,373,228
133,CUST4780,ACC18057,Savings,Payment,Personal Loan,Firm D,Central,Manager 2,25-11-2023,144421.8432,96490.53597,0.593189193,548,220
148,CUST4258,ACC70460,Credit,Transfer,Mutual Fund,Firm A,South,Manager 2,07-06-2024,28809.94571,75436.3312,0.630386557,613,73
118,CUST6350,ACC11285,Credit,Transfer,Personal Loan,Firm E,East,Manager 4,12-01-2023,44783.36427,122616.3059,0.658610437,613,96
199,CUST4360,ACC43771,Savings,Transfer,Credit Card,Firm A,East,Manager 2,12-02-2023,69868.58544,33132.55713,0.012721588,784,47
73,CUST6319,ACC83269,Credit,Deposit,Personal Loan,Firm B,Central,Manager 2,14-07-2023,81926.08203,108903.9622,0.690762937,508,57
7,CUST3725,ACC28154,Current,Transfer,Credit Card,Firm D,West,Manager 1,22-05-2024,80447.64727,81816.83555,0.539653887,694,21
154,CUST5174,ACC40939,Savings,Deposit,Mutual Fund,Firm D,Central,Manager 3,18-02-2024,81191.20708,149364.742,0.303240135,791,195
116,CUST9038,ACC24981,Loan,Transfer,Mutual Fund,Firm E,North,Manager 3,18-03-2023,67715.79831,92137.52711,0.683946166,384,24
179,CUST3069,ACC57872,Current,Transfer,Personal Loan,Firm C,South,Manager 4,16-10-2023,56501.88989,7643.882477,0.405975082,508,85
118,CUST7651,ACC12182,Savings,Withdrawal,Home Loan,Firm B,South,Manager 1,17-02-2024,49923.06381,103684.0503,0.333377943,454,58
17,CUST9216,ACC82381,Loan,Transfer,Savings Account,Firm D,North,Manager 2,13-06-2024,-6588.345933,53205.08955,0.141919317,428,18
66,CUST3315,ACC78581,Savings,Withdrawal,Savings Account,Firm B,East,Manager 3,02-05-2024,97615.08999,55054.48342,0.453840268,633,36
41,CUST1547,ACC52131,Loan,Payment,Savings Account,Firm A,West,Manager 4,10-01-2023,58807.23643,89579.73148,0.766299064,743,102
164,CUST2612,ACC62446,Current,Transfer,Savings Account,Firm D,South,Manager 2,10-02-2023,102998.3396,92917.36451,0.224387299,340,130
9,CUST8390,ACC78178,Savings,Withdrawal,Savings Account,Firm B,East,Manager 2,26-09-2023,67550.6131,55509.08738,0.59805978,412,96
153,CUST5255,ACC51200,Current,Deposit,Mutual Fund,Firm D,West,Manager 3,08-03-2023,50458.71433,29195.17093,0.320243294,402,199
113,CUST1749,ACC18057,Savings,Transfer,Credit Card,Firm D,North,Manager 1,19-03-2024,41971.79226,90218.57772,0.223835366,484,59
138,CUST6526,ACC62809,Current,Transfer,Mutual Fund,Firm B,East,Manager 4,10-09-2023,34589.85122,86474.39679,-0.153006672,332,67
123,CUST8529,ACC70314,Current,Withdrawal,Home Loan,Firm B,Central,Manager 4,11-09-2023,55424.53266,89678.46141,0.263294777,369,63
187,CUST3153,ACC57516,Current,Payment,Mutual Fund,Firm D,West,Manager 3,11-05-2023,53738.86589,73861.14059,0.758350306,666,208
143,CUST7855,ACC39544,Savings,Deposit,Credit Card,Firm E,West,Manager 2,21-02-2023,26293.65663,68721.79479,0.45745055,740,57
76,CUST9754,ACC29356,Savings,Withdrawal,Personal Loan,Firm D,East,Manager 2,15-01-2023,30155.08169,52449.99282,0.283419483,450,175
116,CUST3006,ACC64022,Credit,Withdrawal,Home Loan,Firm B,North,Manager 3,25-04-2024,8783.088927,87803.93764,0.200849502,652,63
90,CUST6735,ACC18140,Current,Payment,Mutual Fund,Firm D,East,Manager 1,11-08-2023,78702.64588,72223.99677,0.280980188,708,66
96,CUST4855,ACC51971,Current,Payment,Mutual Fund,Firm A,Central,Manager 3,30-03-2024,76556.61913,74953.95321,0.402942592,601,156
146,CUST5174,ACC48501,Loan,Transfer,Savings Account,Firm A,Central,Manager 2,05-05-2023,38511.44261,33217.56384,0.697722285,845,92
92,CUST5385,ACC45951,Credit,Payment,Home Loan,Firm A,Central,Manager 4,19-07-2023,65054.80323,55457.65749,0.501504142,807,193
54,CUST1189,ACC32890,Savings,Transfer,Credit Card,Firm E,North,Manager 2,26-05-2023,15291.9804,34559.4798,0.122961769,560,21
199,CUST6082,ACC32212,Credit,Payment,Savings Account,Firm C,West,Manager 4,10-03-2023,34519.38991,80411.11713,0.681762427,497,120
29,CUST8874,ACC50817,Credit,Transfer,Home Loan,Firm D,East,Manager 2,13-09-2023,58973.98051,124809.1892,0.765465641,446,231
16,CUST9129,ACC24880,Credit,Deposit,Personal Loan,Firm A,East,Manager 1,05-05-2023,38590.48747,88973.27272,0.195345065,844,136
79,CUST8390,ACC49395,Loan,Deposit,Personal Loan,Firm E,North,Manager 2,11-05-2023,94300.11335,81395.65394,0.639287107,799,113
72,CUST1644,ACC77638,Credit,Transfer,Mutual Fund,Firm A,North,Manager 3,19-04-2023,92602.46529,5190.044596,0.038644936,418,104
156,CUST8772,ACC48501,Savings,Payment,Personal Loan,Firm A,Central,Manager 2,21-03-2024,47400.92961,70849.48067,0.566283173,468,204
62,CUST9564,ACC37688,Savings,Deposit,Credit Card,Firm D,Central,Manager 2,01-07-2023,29080.50548,99298.15138,0.533057157,381,70
142,CUST4769,ACC32890,Credit,Withdrawal,Mutual Fund,Firm C,North,Manager 3,14-03-2024,77993.70895,66954.74243,0.491193516,376,170
35,CUST1223,ACC53865,Current,Transfer,Mutual Fund,Firm A,North,Manager 3,08-02-2024,62376.96447,69679.2602,0.347492255,552,45
84,CUST9843,ACC10117,Loan,Withdrawal,Credit Card,Firm B,East,Manager 4,28-09-2023,12973.71185,90403.82826,0.578091539,849,86
135,CUST8344,ACC28305,Current,Payment,Credit Card,Firm A,West,Manager 1,14-07-2023,26129.17543,131120.0545,0.490450356,823,118
45,CUST5916,ACC99549,Current,Transfer,Credit Card,Firm A,West,Manager 2,14-02-2023,67080.74456,19251.25745,0.129114496,804,224
191,CUST1776,ACC46655,Current,Transfer,Home Loan,Firm E,South,Manager 1,04-10-2023,57462.13572,57566.88387,0.59518212,415,71
154,CUST7887,ACC97411,Savings,Withdrawal,Home Loan,Firm B,North,Manager 2,31-10-2023,121570.3745,60984.40825,0.206694641,452,236
190,CUST6565,ACC41829,Loan,Payment,Home Loan,Firm B,Central,Manager 3,12-03-2024,144271.2717,50912.94989,0.323886717,808,27
172,CUST5253,ACC81631,Savings,Transfer,Savings Account,Firm D,Central,Manager 1,29-01-2024,80174.90034,58142.75556,0.170242579,452,127
24,CUST9528,ACC76549,Current,Transfer,Credit Card,Firm E,North,Manager 2,10-01-2023,17164.20197,94918.53122,0.386317452,307,151
135,CUST6735,ACC76549,Loan,Payment,Mutual Fund,Firm B,East,Manager 2,07-03-2023,113548.0486,161174.8656,0.280097252,391,11
55,CUST7793,ACC81631,Savings,Withdrawal,Personal Loan,Firm D,South,Manager 1,26-07-2023,86808.70736,122806.0443,0.111485899,545,119
163,CUST4763,ACC11188,Credit,Deposit,Home Loan,Firm B,East,Manager 2,02-05-2024,63119.66602,55638.28136,0.630201128,624,46
14,CUST3187,ACC39161,Loan,Withdrawal,Credit Card,Firm E,North,Manager 2,12-01-2023,98722.86981,122005.8499,0.714849736,748,232
110,CUST7730,ACC94907,Credit,Withdrawal,Home Loan,Firm D,South,Manager 1,22-06-2024,33169.93758,92943.81118,0.48350169,747,137
96,CUST4584,ACC77638,Savings,Payment,Home Loan,Firm E,Central,Manager 2,14-07-2023,79273.45963,60643.27106,0.583015975,529,70
87,CUST1768,ACC87602,Current,Payment,Home Loan,Firm D,South,Manager 4,15-05-2023,70152.77186,41408.48117,0.704230613,550,228
42,CUST3187,ACC28154,Current,Transfer,Credit Card,Firm E,North,Manager 2,06-02-2024,40627.70076,50140.78478,0.352988105,423,120
133,CUST2357,ACC55331,Loan,Payment,Home Loan,Firm C,South,Manager 2,22-03-2024,113796.7449,96214.33362,0.231119679,629,118
77,CUST1738,ACC28612,Loan,Payment,Personal Loan,Firm A,North,Manager 3,01-03-2024,30241.87972,19599.97473,-0.03447897,731,183
8,CUST2457,ACC74656,Credit,Transfer,Credit Card,Firm E,Central,Manager 2,25-04-2024,39808.64152,85128.79365,0.635711618,434,224
99,CUST8416,ACC16241,Savings,Deposit,Personal Loan,Firm B,North,Manager 1,08-02-2024,84024.05198,153352.7817,0.492157776,689,22
134,CUST5920,ACC97411,Current,Payment,Mutual Fund,Firm D,East,Manager 3,26-09-2023,57691.8973,99969.4289,0.781095464,388,207
102,CUST6319,ACC29396,Loan,Transfer,Credit Card,Firm A,North,Manager 3,08-03-2023,41451.17355,30402.69465,-0.290308553,802,91
96,CUST1555,ACC76699,Savings,Withdrawal,Home Loan,Firm D,Central,Manager 4,21-06-2024,51791.14903,97472.40751,0.407228656,520,78
109,CUST4346,ACC78581,Credit,Payment,Savings Account,Firm E,East,Manager 3,12-05-2023,64226.6167,48217.00736,0.426348883,841,191
52,CUST7028,ACC24508,Loan,Transfer,Personal Loan,Firm B,West,Manager 3,21-12-2023,42604.75272,82289.01276,0.67296136,505,169
80,CUST2942,ACC12182,Current,Deposit,Credit Card,Firm E,South,Manager 3,25-12-2023,58380.82184,115585.4488,0.275852056,526,145
159,CUST2612,ACC29356,Current,Deposit,Savings Account,Firm B,East,Manager 3,06-04-2024,81482.42926,64401.77464,0.377289044,423,166
107,CUST3187,ACC81631,Current,Withdrawal,Home Loan,Firm C,North,Manager 2,07-11-2023,81131.2678,77437.36751,0.769774095,484,117
168,CUST3725,ACC28295,Loan,Deposit,Personal Loan,Firm B,West,Manager 4,16-06-2024,91227.33157,103873.9992,0.642469513,371,125
187,CUST3041,ACC76597,Savings,Transfer,Mutual Fund,Firm B,East,Manager 3,25-11-2023,76568.27785,35875.09698,0.294269881,674,163
171,CUST9038,ACC81631,Credit,Payment,Credit Card,Firm A,West,Manager 2,17-04-2023,57302.37257,95476.4067,0.43059672,516,21
2,CUST2357,ACC70460,Current,Payment,Mutual Fund,Firm C,East,Manager 3,24-09-2023,12334.92263,88540.34657,0.166831128,336,78
33,CUST9129,ACC17688,Credit,Withdrawal,Personal Loan,Firm E,North,Manager 4,29-11-2023,59252.8542,42919.42584,0.678547243,779,188
171,CUST3006,ACC29646,Loan,Payment,Mutual Fund,Firm A,Central,Manager 1,03-10-2023,69974.27193,94982.2004,0.4638389,575,84
130,CUST2578,ACC45968,Savings,Transfer,Home Loan,Firm B,South,Manager 4,04-05-2024,46842.06599,98883.82303,0.738676783,417,175
46,CUST6565,ACC99549,Credit,Withdrawal,Home Loan,Firm A,East,Manager 1,30-01-2023,61929.92818,40444.13996,0.728146932,839,106
149,CUST9420,ACC83848,Savings,Payment,Credit Card,Firm B,North,Manager 2,08-11-2023,54362.91663,40522.67692,0.687565656,461,176
28,CUST3778,ACC57700,Credit,Payment,Personal Loan,Firm D,West,Manager 1,08-11-2023,58467.96091,107471.5794,0.437429588,528,27
27,CUST5174,ACC52650,Credit,Transfer,Credit Card,Firm B,West,Manager 1,21-04-2024,43429.73673,60676.22339,0.422634695,660,12
21,CUST3725,ACC47099,Credit,Withdrawal,Savings Account,Firm D,East,Manager 4,11-06-2024,63455.08688,136812.9897,0.695498682,491,150
38,CUST7098,ACC95774,Loan,Transfer,Home Loan,Firm C,Central,Manager 4,18-08-2023,66037.70664,70986.34352,0.636869773,555,205
158,CUST4595,ACC25811,Loan,Deposit,Home Loan,Firm D,South,Manager 2,08-09-2023,51341.74432,67122.25639,0.309177792,398,82
102,CUST8390,ACC83581,Credit,Withdrawal,Credit Card,Firm D,Central,Manager 1,30-09-2023,31710.99191,97206.40501,0.478469341,748,59
175,CUST3041,ACC61827,Credit,Deposit,Savings Account,Firm A,South,Manager 1,05-02-2023,106884.2093,20347.04954,0.218706832,842,216
22,CUST1962,ACC55729,Current,Transfer,Savings Account,Firm E,East,Manager 3,20-11-2023,23504.35109,46054.33979,0.864171009,548,209
96,CUST4461,ACC49774,Credit,Transfer,Mutual Fund,Firm A,Central,Manager 3,30-12-2023,89900.12813,62634.95414,0.50671625,738,61
154,CUST8279,ACC28154,Savings,Payment,Credit Card,Firm D,North,Manager 4,29-01-2024,67402.33709,57036.93862,0.27363706,639,232
37,CUST5545,ACC52650,Savings,Payment,Credit Card,Firm B,North,Manager 2,23-02-2023,34229.33448,73520.22018,0.27801572,845,68
88,CUST5705,ACC71426,Current,Deposit,Credit Card,Firm B,North,Manager 4,24-05-2023,53019.89811,162291.3509,0.336505732,490,133
23,CUST8318,ACC15925,Credit,Transfer,Home Loan,Firm E,North,Manager 1,18-10-2023,47150.65377,54692.04117,0.514318907,660,30
101,CUST3187,ACC92558,Current,Transfer,Credit Card,Firm E,East,Manager 4,21-02-2023,60363.93022,66101.89604,0.291337193,358,121
101,CUST4346,ACC65545,Current,Payment,Mutual Fund,Firm D,North,Manager 2,10-09-2023,68809.85008,171767.6578,0.480199675,745,229
71,CUST7255,ACC28154,Credit,Withdrawal,Mutual Fund,Firm B,West,Manager 3,06-08-2023,4306.383396,79157.60942,1.159123282,744,126
141,CUST5253,ACC77592,Savings,Transfer,Mutual Fund,Firm D,East,Manager 1,21-11-2023,81950.05602,78136.72703,0.799154812,430,218
197,CUST8390,ACC97411,Loan,Withdrawal,Savings Account,Firm B,South,Manager 1,16-10-2023,203.9763927,130438.1469,0.476642788,700,235
186,CUST5320,ACC18177,Credit,Deposit,Savings Account,Firm E,West,Manager 3,05-05-2023,59079.55376,94244.95333,0.286473979,747,135
51,CUST8266,ACC43309,Credit,Withdrawal,Credit Card,Firm E,East,Manager 1,19-11-2023,82203.33138,72982.18061,0.649886274,666,232
197,CUST4461,ACC32212,Loan,Withdrawal,Home Loan,Firm A,East,Manager 1,14-02-2023,32915.80264,105790.3473,0.470631144,840,30
2,CUST2349,ACC46953,Savings,Transfer,Savings Account,Firm B,North,Manager 1,14-02-2023,94136.71905,98280.55037,0.294793098,501,7
104,CUST1223,ACC82926,Savings,Payment,Home Loan,Firm B,West,Manager 4,14-02-2023,62263.06964,90463.86486,0.541530883,320,116
153,CUST3762,ACC92360,Current,Withdrawal,Credit Card,Firm A,South,Manager 3,06-08-2023,68788.65501,45495.97262,0.285780848,695,28
94,CUST5121,ACC24981,Loan,Withdrawal,Mutual Fund,Firm E,West,Manager 3,15-04-2024,55683.02151,97307.89908,0.388278387,488,164
145,CUST8028,ACC43771,Loan,Payment,Credit Card,Firm E,North,Manager 1,10-09-2023,22169.43381,69297.60598,0.314443743,760,124
72,CUST4669,ACC60432,Loan,Transfer,Savings Account,Firm E,North,Manager 1,23-08-2023,6673.987042,79937.1021,0.625979313,632,230
78,CUST4126,ACC82381,Savings,Transfer,Credit Card,Firm C,East,Manager 4,21-11-2023,35467.52317,72111.87968,0.335840189,430,191
163,CUST5916,ACC76549,Savings,Transfer,Credit Card,Firm D,East,Manager 1,24-05-2023,67028.21045,52045.85277,0.026984281,563,14
29,CUST4438,ACC29356,Credit,Deposit,Credit Card,Firm C,Central,Manager 3,08-06-2024,64537.43645,72904.51858,0.36110828,452,233
156,CUST1569,ACC81631,Credit,Withdrawal,Personal Loan,Firm D,South,Manager 4,06-01-2023,36220.18849,78259.16121,0.057620009,636,42
87,CUST3725,ACC95774,Savings,Transfer,Credit Card,Firm A,Central,Manager 2,06-07-2023,55657.33532,75885.19844,0.669987409,825,208
161,CUST9038,ACC28154,Loan,Transfer,Home Loan,Firm C,South,Manager 4,23-08-2023,74887.64555,49832.09458,0.578266131,351,18
70,CUST5105,ACC57700,Loan,Transfer,Savings Account,Firm A,West,Manager 4,26-03-2023,78667.77448,70474.83447,0.741461454,563,221
170,CUST4684,ACC96277,Savings,Transfer,Credit Card,Firm C,Central,Manager 3,14-03-2024,64023.73161,49672.88852,0.573417235,610,220
109,CUST9216,ACC71426,Credit,Withdrawal,Home Loan,Firm D,East,Manager 4,13-01-2023,56945.7478,48498.06412,0.515245388,571,73
169,CUST9731,ACC83848,Loan,Deposit,Savings Account,Firm B,East,Manager 4,09-12-2023,33207.39446,120108.8113,0.368965937,525,149
68,CUST7994,ACC12334,Savings,Transfer,Personal Loan,Firm B,Central,Manager 4,05-03-2024,22313.75877,61217.99959,0.690612306,433,96
5,CUST6028,ACC72197,Credit,Transfer,Credit Card,Firm B,West,Manager 4,25-12-2023,14360.87398,93712.58959,0.440277695,801,110
189,CUST1042,ACC83848,Loan,Payment,Personal Loan,Firm B,West,Manager 1,09-02-2024,137999.1893,33255.85985,0.459323906,753,73
168,CUST8288,ACC45907,Current,Deposit,Credit Card,Firm E,West,Manager 4,30-04-2023,-7170.162912,66675.14573,0.671824187,686,233
186,CUST2067,ACC92360,Credit,Withdrawal,Credit Card,Firm E,Central,Manager 4,12-05-2023,67483.62379,18368.58741,0.514134148,810,225
171,CUST1498,ACC57700,Savings,Deposit,Home Loan,Firm C,South,Manager 3,21-05-2023,73481.5311,22188.80636,0.44748412,431,147
13,CUST1887,ACC83848,Credit,Transfer,Credit Card,Firm B,West,Manager 2,21-05-2023,53306.24265,38991.60979,0.445353448,723,219
15,CUST5609,ACC45101,Savings,Withdrawal,Home Loan,Firm C,North,Manager 3,10-02-2023,50691.31787,57670.86671,0.461437516,572,87
34,CUST9439,ACC34431,Current,Deposit,Mutual Fund,Firm B,East,Manager 1,05-07-2023,61950.36269,91907.30551,0.405224182,361,98
175,CUST1644,ACC46655,Loan,Transfer,Savings Account,Firm D,West,Manager 4,15-05-2023,69092.48217,90262.36407,0.806892989,773,199
